GFA,Class
B12.5Ni75Si12.5,RMG
B12.75Co72.25Ti15,RMG
B12.75Co72.25V15,RMG
B12C12Co76,RMG
B12C3Fe85,RMG
B12C5Fe83,RMG
B12C7Fe81,RMG
B12C9Fe79,RMG
B12Co18Mn70,RMG
B12Co24Mn64,RMG
B12Co34Mn54,RMG
B12Co39Mn49,RMG
B12Co44Mn44,RMG
B12Co45Mn43,RMG
B12Co48Mn40,RMG
B12Co49Mn39,RMG
B12Co52.8Mn35.2,RMG
B12Co53Mn35,RMG
B12Co57Mn31,RMG
B12Co61.6Mn26.4,RMG
B12Co61Mn27,RMG
B12Co62Mn26,RMG
B12Co68Mn20,RMG
B12Co68Ti20,RMG
B12Co68V20,RMG
B12Co70.4Mn17.6,RMG
B12Co70.5Mn17.5,RMG
B12Co70Mn18,RMG
B12Co78Si10,RMG
B12Co79Mn9,RMG
B12Co80Nb8,RMG
B12Cr10Fe78,RMG
B12Cr14Fe74,RMG
B12Cr15Fe73,RMG
B12Cr18Fe70,RMG
B12Cr20Fe68,RMG
B12Cr22Fe66,RMG
B12Cr24Fe64,RMG
B12Cr26Fe62,RMG
B12Cr5Fe83,RMG
B12Fe21Zr67,RMG
B12Fe68Mo20,RMG
B12Fe68Ni20,RMG
B12Fe70Mo18,RMG
B12Fe70Si18,RMG
B12Fe72Si16,RMG
B12Fe73Mo15,RMG
B12Fe73Ni15,RMG
B12Fe75Si13,RMG
B12Fe76Mo12,RMG
B12Fe77Si11,RMG
B12Fe78Mo10,RMG
B12Fe78Ni10,RMG
B12Fe78Si10,RMG
B12Fe78V10,RMG
B12Fe78Zr10,RMG
B12Fe79P9,RMG
B12Fe80Ge8,RMG
B12Fe80Mo8,RMG
B12Fe80P8,RMG
B12Fe80Si8,RMG
B12Fe80Zr8,RMG
B12Fe81Hf7,RMG
B12Fe81Mo7,RMG
B12Fe81Nb7,RMG
B12Fe81P7,RMG
B12Fe81W7,RMG
B12Fe81Zr7,RMG
B12Fe82Nd6,RMG
B12Fe82P6,RMG
B12Fe82Si6,RMG
B12Fe83Mo5,RMG
B12Fe83Nb5,RMG
B12Fe83P5,RMG
B12Fe83Si5,RMG
B12Fe83V5,RMG
B12Fe84Si4,RMG
B12Mo71Si17,RMG
B12Mo78Si10,RMG
B12Ni72Si16,RMG
B12Ni74P14,RMG
B12Ni76Si12,RMG
B12Ni78Si10,RMG
B12Ni81.5P6.5,RMG
B13.5Co73Si13.5,RMG
B13.5Co76.5Ti10,RMG
B13.5Co76.5V10,RMG
B13C7Fe80,RMG
B13Co71Zr16,RMG
B13Cu0.5Fe86.5,RMG
B13Fe72Zr15,RMG
B13Fe75Si12,RMG
B13Fe75Zr12,RMG
B13Fe77P10,RMG
B13Fe79P8,RMG
B13Fe80P7,RMG
B13Fe82Si5,RMG
B13Fe82Zr5,RMG
B13Fe83Si4,RMG
B13Fe84Si3,RMG
B13Ni72Si15,RMG
B14.25Co80.75V5,RMG
B14.4Cr6.6Fe79,RMG
B14.5Fe78Si7.5,RMG
B14.5Fe81.5Si4,RMG
B14.75Co70.5Si14.75,RMG
B14.8Ni81.5P3.7,RMG
B14C3Fe83,RMG
B14C5Fe81,RMG
B14C5Ni81,RMG
B14C7Fe79,RMG
B14Co80Si6,RMG
B14Cr10Fe76,RMG
B14Cr14Fe72,RMG
B14Cr15Fe71,RMG
B14Cr20Fe66,RMG
B14Cr24Fe62,RMG
B14Cr26Fe60,RMG
B14Cr5Fe81,RMG
B14Cr7Fe79,RMG
B14Cu0.5Fe85.5,RMG
B14Fe20Mn66,RMG
B14Fe43Ni43,RMG
B14Fe61Ni25,RMG
B14Fe66Mo20,RMG
B14Fe66Ni20,RMG
B14Fe71Mn15,RMG
B14Fe71Mo15,RMG
B14Fe71Ni15,RMG
B14Fe71V15,RMG
B14Fe74Mo12,RMG
B14Fe76Mn10,RMG
B14Fe76Mo10,RMG
B14Fe76Ni10,RMG
B14Fe76V10,RMG
B14Fe78Mo8,RMG
B14Fe78Si8,RMG
B14Fe78Zr8,RMG
B14Fe79P7,RMG
B14Fe79Si7,RMG
B14Fe79V7,RMG
B14Fe79W7,RMG
B14Fe80P6,RMG
B14Fe80Zr6,RMG
B14Fe81Mn5,RMG
B14Fe81Mo5,RMG
B14Fe81Ni5,RMG
B14Fe81P5,RMG
B14Fe81V5,RMG
B14Fe82Si4,RMG
B14Fe83Mn3,RMG
B14Fe83Ni3,RMG
B14Fe83P3,RMG
B14Fe83Si3,RMG
B14Fe84Si2,RMG
B14Fe85Mn1,RMG
B14Fe85Ni1,RMG
B14Ni70Si16,RMG
B14Ni72Si14,RMG
B14Ni76Si10,RMG
B14Ni78Si8,RMG
B15C5Fe80,RMG
B15Co70Si15,RMG
B15Co72.5Si12.5,RMG
B15Co75Si10,RMG
B15Co77.5Si7.5,RMG
B15Co80Si5,RMG
B15Cr10Fe75,RMG
B15Cr11Fe74,RMG
B15Cr12Fe73,RMG
B15Cr15Fe70,RMG
B15Cr2.5Fe82.5,RMG
B15Cr20Fe65,RMG
B15Cr25Fe60,RMG
B15Cr30Fe55,RMG
B15Cr4Fe81,RMG
B15Cr5Fe80,RMG
B15Cr7Fe78,RMG
B15Cr9Fe76,RMG
B15Fe67.5Si17.5,RMG
B15Fe70Si15,RMG
B15Fe72.5Si12.5,RMG
B15Fe72Si13,RMG
B15Fe74.5Si10.5,RMG
B15Fe75.3Si9.7,RMG
B15Fe75Si10,RMG
B15Fe75Zr10,RMG
B15Fe77.5Si7.5,RMG
B15Fe77P8,RMG
B15Fe78Si7,RMG
B15Fe78Zr7,RMG
B15Fe79P6,RMG
B15Fe79Zr6,RMG
B15Fe80Ge5,RMG
B15Fe80P5,RMG
B15Fe80Si5,RMG
B15Fe80Zr5,RMG
B15Fe81Si4,RMG
B15Fe82Nd3,RMG
B15Fe82Si3,RMG
B15Fe82Zr3,RMG
B15Fe83Si2,RMG
B15Fe83Zr2,RMG
B15Fe84Si1,RMG
B15Mo70Si15,RMG
B15Mo75Si10,RMG
B15Ni75Si10,RMG
B16.5Fe61.5Ni22,RMG
B16.5Fe82Sn1.5,RMG
B16.7Ni81.5P1.8,RMG
B16C10Ni74,RMG
B16C12Co72,RMG
B16C2Ni82,RMG
B16C3Fe81,RMG
B16C4Co80,RMG
B16C4Fe80,RMG
B16C4Ni80,RMG
B16C6Ni78,RMG
B16C8Co76,RMG
B16C8Ni76,RMG
B16Co17Mn67,RMG
B16Co20Mn64,RMG
B16Co21Mn63,RMG
B16Co24.5Mn59.5,RMG
B16Co25Mn59,RMG
B16Co27Mn57,RMG
B16Co33Mn51,RMG
B16Co35Mn49,RMG
B16Co42Mn42,RMG
B16Co43.5Mn40.5,RMG
B16Co49Mn35,RMG
B16Co50.4Mn33.6,RMG
B16Co50.5Mn33.5,RMG
B16Co50Mn34,RMG
B16Co54.5Mn29.5,RMG
B16Co58.8Mn25.2,RMG
B16Co59Mn25,RMG
B16Co65.5Mn18.5,RMG
B16Co65Mn19,RMG
B16Co67.2Mn16.8,RMG
B16Co67Mn17,RMG
B16Co68Si16,RMG
B16Co68Zr16,RMG
B16Co74Zr10,RMG
B16Co75.6Mn8.4,RMG
B16Co75Mn9,RMG
B16Co76Mn8,RMG
B16Cr10Fe74,RMG
B16Cr14Fe70,RMG
B16Cr20Fe64,RMG
B16Cr5Fe79,RMG
B16Cr7Fe77,RMG
B16Cu0.5Fe83.5,RMG
B16Fe25Ni59,RMG
B16Fe33.5Ni50.5,RMG
B16Fe33.6Nd50.4,RMG
B16Fe42Nd42,RMG
B16Fe42Ni42,RMG
B16Fe50.4Nd33.6,RMG
B16Fe56.3Nd27.7,RMG
B16Fe59Ni25,RMG
B16Fe64Mo20,RMG
B16Fe64Ni20,RMG
B16Fe67.2Nd16.8,RMG
B16Fe69Mo15,RMG
B16Fe69Ni15,RMG
B16Fe69V15,RMG
B16Fe74.8Nd9.2,RMG
B16Fe74Mn10,RMG
B16Fe74Ni10,RMG
B16Fe74Si10,RMG
B16Fe74V10,RMG
B16Fe76Ho8,RMG
B16Fe76Mo8,RMG
B16Fe77Hf7,RMG
B16Fe77Nb7,RMG
B16Fe77Zr7,RMG
B16Fe78Zr6,RMG
B16Fe79Mo5,RMG
B16Fe79Ni5,RMG
B16Fe79P5,RMG
B16Fe79V5,RMG
B16Fe80.64Ti3.36,RMG
B16Fe80Ho4,RMG
B16Fe80P4,RMG
B16Fe80Zr4,RMG
B16Fe81La3,RMG
B16Fe81Mn3,RMG
B16Fe81Ni3,RMG
B16Fe81P3,RMG
B16Fe82Ho2,RMG
B16Fe82Si2,RMG
B16Fe83.2Ti0.8,RMG
B16Fe83Mn1,RMG
B16Fe83Ni1,RMG
B16Fe83Si1,RMG
B16Ni24Zr60,RMG
B16Ni28Zr56,RMG
B16Ni72Si12,RMG
B17.5Co75Si7.5,RMG
B17.5Cr25Fe57.5,RMG
B17.5Fe21Ni61.5,RMG
B17.5Fe41.5Ni41,RMG
B17.5Fe61.875Nd20.625,RMG
B17.5Fe66Nd16.5,RMG
B17.5Fe67.5Si15,RMG
B17.5Fe70.125Nd12.375,RMG
B17.5Fe70Si12.5,RMG
B17.5Fe72.5Si10,RMG
B17.5Fe73Si9.5,RMG
B17.5Fe74.25Nd8.25,RMG
B17.5Fe75Si7.5,RMG
B17.5Fe77.5Si5,RMG
B17.5Fe78.375Nd4.125,RMG
B17.5Fe80Si2.5,RMG
B17.5Mo70Si12.5,RMG
B17.5Ni75Si7.5,RMG
B17.8Fe74.9Si7.3,RMG
B17C3Fe80,RMG
B17C5Fe78,RMG
B17Co10Fe73,RMG
B17Co11.5Fe71.5,RMG
B17Co16.5Fe66.5,RMG
B17Co19Fe64,RMG
B17Co1Fe82,RMG
B17Co22Fe61,RMG
B17Co25Fe58,RMG
B17Co2Fe81,RMG
B17Co33Fe50,RMG
B17Co3Fe80,RMG
B17Co41.5Fe41.5,RMG
B17Co4Fe79,RMG
B17Co54Fe29,RMG
B17Co62Fe21,RMG
B17Co66.5Fe16.5,RMG
B17Co6Fe77,RMG
B17Co7.5Fe75.5,RMG
B17Co75Fe8,RMG
B17Co77Fe6,RMG
B17Cr2.5Fe80.5,RMG
B17Cu1.5Fe81.5,RMG
B17Cu3Ni80,RMG
B17Fe20Zr63,RMG
B17Fe21Ni62,RMG
B17Fe23Ni60,RMG
B17Fe24Ni59,RMG
B17Fe32.5Ni50.5,RMG
B17Fe33Ni50,RMG
B17Fe41Ni42,RMG
B17Fe43Ni40,RMG
B17Fe48Ni35,RMG
B17Fe50Ni33,RMG
B17Fe53Ni30,RMG
B17Fe54Ni29,RMG
B17Fe63Ni20,RMG
B17Fe66.4Ni16.6,RMG
B17Fe70Si13,RMG
B17Fe73Ga10,RMG
B17Fe73Ni10,RMG
B17Fe75Ga8,RMG
B17Fe75Zr8,RMG
B17Fe77Ga6,RMG
B17Fe77P6,RMG
B17Fe78Zr5,RMG
B17Fe79.5Si3.5,RMG
B17Fe79Ga4,RMG
B17Fe79P4,RMG
B17Fe7Ni76,RMG
B17Fe80.5Mn2.5,RMG
B17Fe80.5Mo2.5,RMG
B17Fe80.5Ni2.5,RMG
B17Fe80.5W2.5,RMG
B17Fe80Nb3,RMG
B17Fe80Ni3,RMG
B17Fe80Si3,RMG
B17Fe80Zr3,RMG
B17Fe81Ga2,RMG
B17Fe82Si1,RMG
B17Mo12.5Ni70.5,RMG
B17Mo14.5Ni68.5,RMG
B17Mo16.5Ni66.5,RMG
B17Mo73Si10,RMG
B17Mo75Si8,RMG
B17Nb10Ni73,RMG
B17Nb11.5Ni71.5,RMG
B17Nb16.5Ni66.5,RMG
B17Nb5Ni78,RMG
B17Nb8Ni75,RMG
B17Ni66.5W16.5,RMG
B17Ni68.5W14.5,RMG
B17Ni68Si15,RMG
B17Ni69Si14,RMG
B17Ni70.5W12.5,RMG
B17Ni70Ta13,RMG
B17Ni71Ta12,RMG
B17Ni73Si10,RMG
B17Ni73Ta10,RMG
B17Ni73Zr10,RMG
B17Ni75W8,RMG
B17Ni76Si7,RMG
B17Ni78Zr5,RMG
B17Ni80Si3,RMG
B17Ni81.5P1.5,RMG
B18.2Ni78Ti3.8,RMG
B18.5Fe31.5Nd50,RMG
B18.5Fe51.5Nd30,RMG
B18.5Fe61.5Nd20,RMG
B18.5Fe69.5Nd12,RMG
B18.5Fe75.5Nd6,RMG
B18.5Fe77Nd4.5,RMG
B18.5Fe78.5Nd3,RMG
B18C12Ni70,RMG
B18C16Ni66,RMG
B18C2Fe80,RMG
B18C3Fe79,RMG
B18Co66Ti16,RMG
B18Co70Ti12,RMG
B18Co74Ti8,RMG
B18Co78Ti4,RMG
B18Cr10Fe72,RMG
B18Cr14Fe68,RMG
B18Cr20Fe62,RMG
B18Cr5Fe77,RMG
B18Cu0.5Fe81.5,RMG
B18Fe23Ni59,RMG
B18Fe31.5Ni50.5,RMG
B18Fe40Ni42,RMG
B18Fe41Ni41,RMG
B18Fe57Ni25,RMG
B18Fe62Ni20,RMG
B18Fe67Ni15,RMG
B18Fe72Ni10,RMG
B18Fe72Si10,RMG
B18Fe77Ni5,RMG
B18Fe78Si4,RMG
B18Fe80Ge2,RMG
B18Fe80P2,RMG
B18Fe80Pd2,RMG
B18Fe80Si2,RMG
B18Fe80Zr2,RMG
B18Ni76Si6,RMG
B18Ni80P2,RMG
B19.1Ni78.8Ti2.1,RMG
B19.5Cr24.5Fe56,RMG
B19.5Fe40.5Ni40,RMG
B19Fe20.5Ni60.5,RMG
B19Fe22Ni59,RMG
B19Fe30.5Ni50.5,RMG
B19Fe39Ni42,RMG
B19Fe61Ni20,RMG
B19Fe76Ni5,RMG
B19Fe77Mn4,RMG
B19Fe77Nd4,RMG
B19Fe78Zr3,RMG
B1Cu30Zr69,RMG
B1Cu40Zr59,RMG
B1Cu50Zr49,RMG
B1Cu60Zr39,RMG
B1Cu70Zr29,RMG
B1Fe90Zr9,RMG
B1Fe92Zr7,RMG
B2.3Fe83P14.7,RMG
B2.5Cu20Zr77.5,RMG
B2.5Cu25Zr72.5,RMG
B2.5Cu30Zr67.5,RMG
B2.5Cu35Zr62.5,RMG
B2.5Cu40Zr57.5,RMG
B2.5Cu45Zr52.5,RMG
B2.5Cu50Zr47.5,RMG
B2.5Cu55Zr42.5,RMG
B2.5Cu60Zr37.5,RMG
B2.5Cu65Zr32.5,RMG
B2.5Cu70Zr27.5,RMG
B2.5Cu80Zr17.5,RMG
B2.5Fe92Zr5.5,RMG
B20.5Fe59.5Ni20,RMG
B20C12Co68,RMG
B20C12Ni68,RMG
B20C16Co64,RMG
B20C16Ni64,RMG
B20C20Co60,RMG
B20C2Ni78,RMG
B20C4Co76,RMG
B20C8Co72,RMG
B20Co10Fe70,RMG
B20Co20Fe60,RMG
B20Co20Mn60,RMG
B20Co28.5Mn51.5,RMG
B20Co30Cr50,RMG
B20Co30Fe50,RMG
B20Co32Mn48,RMG
B20Co35Cr45,RMG
B20Co36.5Mn43.5,RMG
B20Co37Mn43,RMG
B20Co40Cr40,RMG
B20Co40Fe40,RMG
B20Co40Mn40,RMG
B20Co41.5Mn38.5,RMG
B20Co44Mn36,RMG
B20Co47.5Mn32.5,RMG
B20Co48Mn32,RMG
B20Co4Fe76,RMG
B20Co50Cr30,RMG
B20Co50Fe30,RMG
B20Co52Mn28,RMG
B20Co55Cr25,RMG
B20Co56Mn24,RMG
B20Co57Mn23,RMG
B20Co5Fe75,RMG
B20Co60Cr20,RMG
B20Co60Fe20,RMG
B20Co60Mn20,RMG
B20Co64Mn16,RMG
B20Co64Ti16,RMG
B20Co65Cr15,RMG
B20Co65Si15,RMG
B20Co67.5Si12.5,RMG
B20Co68Ti12,RMG
B20Co70Cr10,RMG
B20Co70Fe10,RMG
B20Co70Si10,RMG
B20Co70Zr10,RMG
B20Co72.5Si7.5,RMG
B20Co72Cr8,RMG
B20Co72Mn8,RMG
B20Co72Ti8,RMG
B20Co74Fe6,RMG
B20Co75Fe5,RMG
B20Co75Si5,RMG
B20Co76Ti4,RMG
B20Cr10Fe70,RMG
B20Cr10Ni70,RMG
B20Cr15Fe65,RMG
B20Cr1Fe79,RMG
B20Cr2.5Fe77.5,RMG
B20Cr20Fe60,RMG
B20Cr20Ni60,RMG
B20Cr25Fe55,RMG
B20Cr25Ni55,RMG
B20Cr30Fe50,RMG
B20Cr30Ni50,RMG
B20Cr35Fe45,RMG
B20Cr40Fe40,RMG
B20Cr4Fe76,RMG
B20Cr5Fe75,RMG
B20Cr6Fe74,RMG
B20Cr8Fe72,RMG
B20Cu0.5Fe79.5,RMG
B20Fe15Ni65,RMG
B20Fe19Zr61,RMG
B20Fe20Ni60,RMG
B20Fe21Ni59,RMG
B20Fe29.5Ni50.5,RMG
B20Fe30Ni50,RMG
B20Fe35Ni45,RMG
B20Fe38Ni42,RMG
B20Fe40Ni40,RMG
B20Fe50Ni30,RMG
B20Fe60Mn20,RMG
B20Fe60Ni20,RMG
B20Fe62Mn18,RMG
B20Fe64Mn16,RMG
B20Fe65Si15,RMG
B20Fe66Mn14,RMG
B20Fe67.5Si12.5,RMG
B20Fe67Si13,RMG
B20Fe70Mn10,RMG
B20Fe70Mo10,RMG
B20Fe70Ni10,RMG
B20Fe70Si10,RMG
B20Fe70Zr10,RMG
B20Fe72.5Si7.5,RMG
B20Fe72Mn8,RMG
B20Fe72Mo8,RMG
B20Fe72W8,RMG
B20Fe72Zr8,RMG
B20Fe73.5W6.5,RMG
B20Fe73Mo7,RMG
B20Fe74Mn6,RMG
B20Fe74Mo6,RMG
B20Fe75Mn5,RMG
B20Fe75Mo5,RMG
B20Fe75Ni5,RMG
B20Fe75Si5,RMG
B20Fe75Ti5,RMG
B20Fe75V5,RMG
B20Fe75Zr5,RMG
B20Fe76Mn4,RMG
B20Fe76Mo4,RMG
B20Fe76P4,RMG
B20Fe76Ti4,RMG
B20Fe76W4,RMG
B20Fe77.5Si2.5,RMG
B20Fe77.5W2.5,RMG
B20Fe77Mo3,RMG
B20Fe78Mn2,RMG
B20Fe78Mo2,RMG
B20Fe78Si2,RMG
B20Fe78V2,RMG
B20Fe79Mo1,RMG
B20Fe79W1,RMG
B20Mo24Rh56,RMG
B20Mo67.5Si12.5,RMG
B20Mo70Si10,RMG
B20Mo72.5Si7.5,RMG
B20Mo75Si5,RMG
B20Ni65Si15,RMG
B20Ni68Si12,RMG
B20Ni72Si8,RMG
B20Ni75Si5,RMG
B20Ni76Si4,RMG
B21.5Fe58.5Ni20,RMG
B21Cr24Fe55,RMG
B21Fe70Si9,RMG
B21Fe72Si7,RMG
B21Fe75P4,RMG
B21Fe75Si4,RMG
B21Fe75V4,RMG
B21Ni67Si12,RMG
B21Ni72Si7,RMG
B22.5Fe67.5Si10,RMG
B22.5Fe70Si7.5,RMG
B22.5Fe72.5Si5,RMG
B22.5Ni70Si7.5,RMG
B22C10Ni68,RMG
B22C12Ni66,RMG
B22C14Ni64,RMG
B22C18Ni60,RMG
B22Co62Ti16,RMG
B22Co66Ti12,RMG
B22Co70Ti8,RMG
B22Co74Ti4,RMG
B22Fe19.5Ni58.5,RMG
B22Fe39Ni39,RMG
B22Fe68Zr10,RMG
B22Fe70Zr8,RMG
B22Fe71Si7,RMG
B22Fe73Zr5,RMG
B22Fe75Si3,RMG
B22Fe75Zr3,RMG
B22Mo68Si10,RMG
B22Mo70Si8,RMG
B22Ni72Si6,RMG
B23Fe12.3Ni64.7,RMG
B23Fe38.5Ni38.5,RMG
B23Fe46.2Ni30.8,RMG
B23Fe60.1Ni16.9,RMG
B24C12Co64,RMG
B24C16Co60,RMG
B24C20Co56,RMG
B24C4Co72,RMG
B24C8Co68,RMG
B24C8Ni68,RMG
B24Co24Mn52,RMG
B24Co27Mn49,RMG
B24Co28Mn48,RMG
B24Co33Mn43,RMG
B24Co34Mn42,RMG
B24Co38Mn38,RMG
B24Co39Mn37,RMG
B24Co42Mn34,RMG
B24Co45.5Mn30.5,RMG
B24Co45.6Mn30.4,RMG
B24Co46.5Mn29.5,RMG
B24Co48Mn28,RMG
B24Co49.4Mn26.6,RMG
B24Co49.5Mn26.5,RMG
B24Co52Mn24,RMG
B24Co53.2Mn22.8,RMG
B24Co53Mn23,RMG
B24Co54Mn22,RMG
B24Co60.8Mn15.2,RMG
B24Co61Mn15,RMG
B24Co64Ti12,RMG
B24Co68.4Mn7.6,RMG
B24Co68Mn8,RMG
B24Co68Ti8,RMG
B24Co72Ti4,RMG
B24Fe38Ni38,RMG
B24Fe57Ni19,RMG
B24Fe66Ni10,RMG
B24Fe69Si7,RMG
B24Ni66Si10,RMG
B24Ni68Si8,RMG
B24Ni72Si4,RMG
B25.5Ni66Si8.5,RMG
B25Co62.5Si12.5,RMG
B25Co65Si10,RMG
B25Co65Zr10,RMG
B25Co67.5Cr7.5,RMG
B25Co67.5Mn7.5,RMG
B25Co67.5Si7.5,RMG
B25Co70Fe5,RMG
B25Co70Si5,RMG
B25Cr70Fe5,RMG
B25Fe18Zr57,RMG
B25Fe56Ni19,RMG
B25Fe5Mn70,RMG
B25Fe5Mo70,RMG
B25Fe5Ni70,RMG
B25Fe5W70,RMG
B25Fe65Ni10,RMG
B25Fe70Zr5,RMG
B25Mo65Si10,RMG
B26C12Ni62,RMG
B26C14Ni60,RMG
B26C6Ni68,RMG
B26Fe37Ni37,RMG
B26Ni72Si2,RMG
B27.5Co65Si7.5,RMG
B27Fe18.5Ni54.5,RMG
B27Fe36.5Ni36.5,RMG
B27Fe54.5Ni18.5,RMG
B27Ni70Si3,RMG
B28.5Fe53.5Ni18,RMG
B28C10Ni62,RMG
B28C12Co60,RMG
B28C16Co56,RMG
B28C16Ni56,RMG
B28C2Ni70,RMG
B28C4Co68,RMG
B28C4Ni68,RMG
B28C6Ni66,RMG
B28C8Co64,RMG
B28C8Ni64,RMG
B28Co25Mn47,RMG
B28Co30Mn42,RMG
B28Co32Mn40,RMG
B28Co36Mn36,RMG
B28Co37Mn35,RMG
B28Co41.5Mn30.5,RMG
B28Co41Mn31,RMG
B28Co43.2Mn28.8,RMG
B28Co43Mn29,RMG
B28Co45.5Mn26.5,RMG
B28Co45Mn27,RMG
B28Co47Mn25,RMG
B28Co50.4Mn21.6,RMG
B28Co50Mn22,RMG
B28Co51Mn21,RMG
B28Co52Mn20,RMG
B28Co57.6Mn14.4,RMG
B28Co58Mn14,RMG
B28Co64.8Mn7.2,RMG
B28Co65Mn7,RMG
B28Ni66Si6,RMG
B28Ni68Si4,RMG
B29Fe18Ni53,RMG
B2Co84Nb14,RMG
B2Co88Zr10,RMG
B2Co91Zr7,RMG
B2Cr10Fe88,RMG
B2Cr8Fe90,RMG
B2Fe85Zr13,RMG
B2Fe88Zr10,RMG
B2Fe90Zr8,RMG
B2Fe91Hf7,RMG
B2Fe91Zr7,RMG
B2Ni38Zr60,RMG
B2Ni81.5P16.5,RMG
B3.5Fe92Zr4.5,RMG
B30C12Ni58,RMG
B30Co65Si5,RMG
B30Fe16.8Zr53.2,RMG
B30Fe35Ni35,RMG
B31Co41Mn28,RMG
B32C12Co56,RMG
B32C16Co52,RMG
B32C2Co66,RMG
B32C4Co64,RMG
B32C8Co60,RMG
B32Co41Mn27,RMG
B32Co44Mn24,RMG
B32Co46.4Mn21.6,RMG
B32Co47Mn21,RMG
B32Co48Mn20,RMG
B32Co54.4Mn13.6,RMG
B32Co54.5Mn13.5,RMG
B32Co54Mn14,RMG
B32Co61Mn7,RMG
B33Co40.2Mn26.8,RMG
B33Co53.6Mn13.4,RMG
B34C10Ni56,RMG
B34C12Ni54,RMG
B34C14Ni52,RMG
B34C6Ni60,RMG
B34Co33Ni33,RMG
B36C2Co62,RMG
B36C4Co60,RMG
B38C10Ni52,RMG
B38C12Ni50,RMG
B38C14Ni48,RMG
B38C6Ni56,RMG
B3Fe79P18,RMG
B3Fe82Nd15,RMG
B3Fe85Zr12,RMG
B3Fe90Zr7,RMG
B4.8Fe82.2Nd13,RMG
B40C2Ni58,RMG
B40C8Ni52,RMG
B40Co40Y20,RMG
B42C10Ni48,RMG
B42C12Ni46,RMG
B42C14Ni44,RMG
B42C16Ni42,RMG
B42C2Ni56,RMG
B42C8Ni50,RMG
B46C12Ni42,RMG
B46C20Ni34,RMG
B4Co86Zr10,RMG
B4Cr10Fe86,RMG
B4Cr8Fe88,RMG
B4Fe23Zr73,RMG
B4Fe80P16,RMG
B4Fe86Zr10,RMG
B4Fe88Zr8,RMG
B4Fe89Hf7,RMG
B4Fe89Zr7,RMG
B4Fe90Zr6,RMG
B4Ni36Zr60,RMG
B4Pd80Si16,RMG
B5.5Ni81.5P13,RMG
B50C20Ni30,RMG
B55C12Ni33,RMG
B55C16Ni29,RMG
B55C8Ni37,RMG
B59C4Ni37,RMG
B5Co81Nb14,RMG
B5Co85Zr10,RMG
B5Cu15Zr80,RMG
B5Cu20Zr75,RMG
B5Cu25Zr70,RMG
B5Cu30Zr65,RMG
B5Cu35Zr60,RMG
B5Cu40Zr55,RMG
B5Cu45Zr50,RMG
B5Cu50Zr45,RMG
B5Cu55Zr40,RMG
B5Cu60Zr35,RMG
B5Cu65Zr30,RMG
B5Cu70Zr25,RMG
B5Fe80Si15,RMG
B5Fe80Zr15,RMG
B5Fe83P12,RMG
B5Fe83Zr12,RMG
B5Fe85Zr10,RMG
B5Ni80P15,RMG
B6.1Fe82.1Nd11.8,RMG
B6Co80Nb14,RMG
B6Cr10Fe84,RMG
B6Cr8Fe86,RMG
B6Fe22.6Zr71.4,RMG
B6Fe79P15,RMG
B6Fe80P14,RMG
B6Fe81P13,RMG
B6Fe82Nb12,RMG
B6Fe82Nd12,RMG
B6Fe82P12,RMG
B6Fe83P11,RMG
B6Fe84Zr10,RMG
B6Fe87Hf7,RMG
B6Fe87Zr7,RMG
B6Ni34Zr60,RMG
B6Ni80P14,RMG
B7.5Co77.5Si15,RMG
B7.5Cu25Zr67.5,RMG
B7.5Cu30Zr62.5,RMG
B7.5Cu35Zr57.5,RMG
B7.5Cu50Zr42.5,RMG
B7.5Cu55Zr37.5,RMG
B7.5Fe75Si17.5,RMG
B7.5Fe77.5Nd15,RMG
B7.5Fe77.5Si15,RMG
B7.5Fe80Si12.5,RMG
B7.5Mo70Si22.5,RMG
B7.8Fe78.2Nd14,RMG
B7C7Fe86,RMG
B7Co77Zr16,RMG
B7Co80P13,RMG
B7Fe78Si15,RMG
B7Fe79P14,RMG
B7Fe80P13,RMG
B7Fe81P12,RMG
B7Fe82P11,RMG
B7Fe83P10,RMG
B7Fe85Zr8,RMG
B8C7Fe85,RMG
B8C9Fe83,RMG
B8Cr10Fe82,RMG
B8Cr8Fe84,RMG
B8Fe22Zr70,RMG
B8Fe76Nd16,RMG
B8Fe77Nb15,RMG
B8Fe77Nd15,RMG
B8Fe79Nd13,RMG
B8Fe79P13,RMG
B8Fe80Nb12,RMG
B8Fe80P12,RMG
B8Fe80Zr12,RMG
B8Fe81P11,RMG
B8Fe82P10,RMG
B8Fe82Zr10,RMG
B8Fe83P9,RMG
B8Fe85Hf7,RMG
B8Fe85Nb7,RMG
B8Fe85Zr7,RMG
B8Ni30Ti62,RMG
B8Ni32Zr60,RMG
B9C11Fe80,RMG
B9C9Fe82,RMG
B9Co85Fe6,RMG
B9Cr85Fe6,RMG
B9Fe6Mn85,RMG
B9Fe6Mo85,RMG
B9Fe6Ni85,RMG
B9Fe6W85,RMG
B9Fe77.5Si13.5,RMG
B9Fe78P13,RMG
B9Fe79P12,RMG
B9Fe80P11,RMG
B9Fe81P10,RMG
B9Fe82Nd9,RMG
B9Fe82P9,RMG
B9Fe84Nb7,RMG
B9Fe86Zr5,RMG
Ba10Cu32La58,RMG
Ba10Cu33.5La56.5,RMG
Ba10Cu35La55,RMG
Ba10Cu36.5La53.5,RMG
